yPlus,Re395-18-U,Re395-18-NLTxx,Re395-18-Cxx,Re395-18-Cxy,Re395-18-urms-yPlus,Re395-18-urms,Re395-18-vrms-yPlus,Re395-18-vrms,Re395-18-wrms-yPlus,Re395-18-wrms,Re395-18-uv-yPlus,Re395-18-uv,Re395-37-U,Re395-37-urms-yPlus,Re395-37-urms,Re395-37-vrms-yPlus,Re395-37-vrms,Re395-37-wrms-yPlus,Re395-37-wrms,Re395-37-uv-yPlus,Re395-37-uv,Re395-48-U,Re395-48-urms-yPlus,Re395-48-urms,Re395-48-vrms-yPlus,Re395-48-vrms,Re395-48-wrms-yPlus,Re395-48-wrms,Re395-48-uv-yPlus,Re395-48-uv,Re180-19-yPlus,Re180-19-U,Re180-39-yPlus,Re180-39-U,Re180-54-yPlus,Re180-54-U,Re590-39-yPlus,Re590-39-U,Re1000-30-yPlus,Re1000-30-U
122.63,19.137,1.0616,31.628,3.6256,,,,,,,,,22.539,,,,,,,,,26.437,,,,,,,,,69.3132,18.2592,52.8712312731063,21.1068185830709,20.1010588232313,15.7536701208981,,,8.73547941980402,8.06609822883091
129.73,19.301,0.9579,28.718,3.2612,,,,,,,,,22.728,,,,,,,,,26.64,,,,,,,,,81.2035,18.7576,61.9414671849616,21.6154322500078,21.1376361086703,16.1759499136442,,,9.43949017215742,8.61299907676116
137,19.461,0.8649,26.07,2.9333,,,,,,,,,22.911,,,,,,,,,26.84,,,,,,,,,95.135,19.2764,72.5653101092605,22.0780445457258,23.4474827495415,17.0444327504318,,,10.2238697271642,9.15744010078771
144.41,19.619,0.7829,23.66,2.6402,,,,,,,,,23.089,,,,,,,,,27.037,,,,,,,,,111.4536,19.7595,85.0090862765576,22.5048779971624,24.6566294035878,17.4728653929188,,,11.0872744861092,9.71275613575708
151.98,19.774,0.702,21.462,2.3764,,,,,,,,,23.262,,,,,,,,,27.234,,,,,,,,,130.5729,20.2579,99.5863993036448,22.9266001851302,27.488893823511,18.2959547711572,,,11.9754789263415,10.2606495442099
159.7,19.926,0.6303,19.459,2.1382,,,,,,,,,23.43,,,,,,,,,27.429,,,,,,,,,152.9612,20.6592,116.658662896248,23.2920984749415,28.9428093258991,18.8168177892919,,,12.9533173199419,10.8045727105725
167.56,20.075,0.566,17.647,1.9231,,,,,,,,,23.595,,,,,,,,,27.623,,,,,,,,,174.0854,20.8249,136.654105529849,23.6218179204713,30.7148654734333,19.2996015858063,,,14.0271833799106,11.3638589876321
175.55,20.222,0.5073,16.009,1.7292,,,,,,,,,23.758,,,,,,,,,27.817,,,,,,,,,,,160.066106379124,23.8595346235632,33.3394632328077,19.9006503670121,,,15.208484481481,11.9183119264949
183.68,20.365,0.4556,14.532,1.5556,,,,,,,,,23.918,,,,,,,,,28.011,,,,,,,,,,,180.861413222549,23.973990416239,34.8390577519015,20.2653281519862,,,16.4626328145874,12.4522231780212
191.93,20.505,0.406,13.197,1.3999,,,,,,,,,24.075,,,,,,,,,28.204,,,,,,,,,,,,,40.7151554778969,21.1979166666667,,,17.7992345720614,12.9854439526623
200.31,20.643,0.3608,11.981,1.2597,,,,,,,,,24.228,,,,,,,,,28.394,,,,,,,,,,,,,48.5748143945167,22.2916666666667,,,19.3445312047284,13.5171111543116
208.8,20.778,0.3217,10.87,1.1333,,,,,,,,,24.377,,,,,,,,,28.582,,,,,,,,,,,,,55.9960822705568,23.1271098288585,,,20.959822351123,14.0259926187473
217.4,20.91,0.2854,9.853,1.0205,,,,,,,,,24.522,,,,,,,,,28.766,,,,,,,,,,,,,60.0045497806716,23.4832096875491,,,22.7799102480016,14.5234812145762
226.12,21.039,0.2525,8.9221,0.91752,,,,,,,,,24.662,,,,,,,,,28.946,,,,,,,,,,,,,64.2999625756727,23.8281814256555,,,24.7594129488632,14.9930193060899
234.93,21.165,0.2241,8.0742,0.82173,,,,,,,,,24.797,,,,,,,,,29.121,,,,,,,,,,,,,73.8352581035273,24.4699030460041,,,26.9255666147087,15.4613358289141
243.84,21.285,0.1982,7.3107,0.73541,,,,,,,,,24.929,,,,,,,,,29.291,,,,,,,,,,,,,79.1207391802016,24.7740716753022,,,29.3060714415656,15.9069009739697
252.84,21.402,0.1751,6.6245,0.65989,,,,,,,,,25.057,,,,,,,,,29.454,,,,,,,,,,,,,90.853866234166,25.3341870780342,,,31.8934651813908,16.3390901843642
